ACC_0,ACC_1,ACC_2,BVP,EDA,TEMP,labels
52.0,-13.0,-34.0,15.19,0.414719,34.18,0.0
54.0,9.0,32.0,7.75,0.390415,31.23,0.0
53.0,10.0,33.0,-10.2,0.399369,31.11,0.0
60.0,-4.0,18.0,8.92,1.027426,35.0,0.0
36.0,9.0,50.0,-66.08,0.253558,33.49,0.0
57.0,22.0,17.0,-20.01,0.257814,33.65,0.0
54.0,1.0,32.0,-0.83,0.305934,34.05,0.0
-32.0,56.0,10.0,3.77,3.99301,32.21,0.0
59.0,-21.0,-8.0,25.38,2.182385,34.0,0.0
-48.0,-16.0,42.0,-12.25,2.791745,34.33,0.0
-50.0,-23.0,34.0,25.52,3.174241,34.23,0.0
43.0,-22.0,40.0,-31.4,1.481654,35.81,0.0
41.0,-42.0,21.0,-153.81,2.471033,34.18,0.0
50.0,-31.0,21.0,-8.81,4.583118,33.68,0.0
30.0,11.0,54.0,-5.35,0.912222,34.34,0.0
-52.0,-19.0,32.0,-51.95,2.391034,34.43,0.0
60.0,-4.0,18.0,-2.51,1.436688,33.71,0.0
56.0,-28.0,-5.0,55.61,7.144777,32.55,0.0
27.0,26.0,50.0,-5.71,0.285522,33.31,0.0
38.0,-39.0,-32.0,91.85,3.653987,33.84,0.0
53.0,-12.0,-31.0,-18.07,0.422394,34.09,0.0
26.0,20.0,55.0,-25.31,0.24203,34.18,0.0
56.0,23.0,17.0,-47.03,0.178372,33.95,0.0
46.0,-39.0,-17.0,16.27,0.236928,33.59,0.0
60.0,0.0,-17.0,-30.72,0.214249,34.25,0.0
59.0,-4.0,21.0,-2.29,0.992895,35.23,0.0
-62.0,17.0,-9.0,6.55,2.421736,31.63,0.0
-63.0,1.0,15.0,-36.08,0.18063,31.47,0.0
-30.0,-7.0,-57.0,41.15,0.11923,33.05,0.0
30.0,27.0,49.0,22.5,0.272731,33.49,0.0
60.0,-16.0,0.0,-86.75,7.069302,34.73,0.0
-41.0,23.0,44.0,41.59,3.018172,34.31,0.0
-62.0,18.0,-9.0,-1.25,2.506166,31.77,0.0
54.0,10.0,31.0,-25.13,0.390415,31.23,0.0
-21.0,-11.0,-60.0,35.2,0.128184,32.97,0.0
-56.0,-7.0,-30.0,-17.54,0.106438,33.07,0.0
41.0,13.0,-46.0,2.92,0.114305,35.93,0.0
64.0,-14.0,-26.0,48.2,3.026945,33.84,0.0
45.0,27.0,36.0,-49.13,0.775541,35.71,0.0
61.0,-2.0,-13.0,-27.26,0.450536,34.39,0.0
31.0,11.0,54.0,-10.32,0.932685,34.5,0.0
62.0,-2.0,-13.0,18.48,0.440302,34.23,0.0
57.0,22.0,17.0,-15.46,0.265502,33.65,0.0
-49.0,-12.0,-42.0,30.59,2.393592,34.37,0.0
59.0,-5.0,21.0,9.47,1.000568,35.18,0.0
31.0,19.0,52.0,21.58,0.212609,34.43,0.0
59.0,-20.0,-3.0,5.24,4.764772,33.79,0.0
61.0,1.0,-14.0,-68.11,0.183497,34.41,0.0
-30.0,-27.0,49.0,11.08,2.3808,34.43,0.0
-65.0,-8.0,-13.0,54.61,0.124346,33.07,0.0
62.0,0.0,12.0,12.44,0.146339,34.63,0.0
57.0,-22.0,-14.0,-22.69,2.26809,33.89,0.0
-32.0,-28.0,-27.0,-7.28,3.952298,32.37,0.0
47.0,13.0,-37.0,52.16,6.810893,33.0,0.0
47.0,35.0,25.0,-3.79,0.766572,35.66,0.0
56.0,-29.0,-4.0,-2.56,7.019411,32.83,0.0
29.0,3.0,55.0,-30.08,0.46562,33.33,0.0
-31.0,-40.0,-21.0,3.83,3.139701,33.68,0.0
20.0,8.0,59.0,24.61,0.430069,31.61,0.0
53.0,10.0,33.0,-18.38,0.395531,31.07,0.0
27.0,-14.0,55.0,13.85,8.143577,33.43,0.0
56.0,19.0,23.0,6.62,0.192467,35.81,0.0
62.0,8.0,-9.0,-17.76,1.046511,33.83,0.0
54.0,23.0,22.0,8.84,0.146339,35.89,0.0
-46.0,-25.0,37.0,26.48,2.76616,34.37,0.0
20.0,7.0,59.0,15.94,0.450536,31.59,0.0
52.0,-13.0,-34.0,-22.77,0.412161,34.18,0.0
33.0,54.0,-8.0,-17.65,0.230906,34.0,0.0
60.0,-15.0,8.0,-4.87,4.545281,30.17,0.0
27.0,25.0,51.0,47.92,0.251,33.27,0.0
38.0,-38.0,-31.0,37.55,3.767813,33.87,0.0
52.0,10.0,34.0,-7.69,0.391694,31.03,0.0
36.0,17.0,49.0,-16.0,0.233076,34.29,0.0
89.0,10.0,0.0,-109.14,6.914512,32.97,0.0
57.0,16.0,23.0,-18.91,0.198873,35.79,0.0
-24.0,55.0,14.0,-12.0,0.423081,32.61,0.0
20.0,8.0,59.0,-19.3,0.389135,31.65,0.0
-62.0,1.0,19.0,-5.34,0.193422,31.41,0.0
53.0,-29.0,17.0,-0.89,4.579281,34.41,0.0
63.0,-2.0,-15.0,-64.9,4.893977,34.07,0.0
63.0,0.0,-5.0,5.28,0.188623,34.33,0.0
62.0,0.0,12.0,20.6,0.151464,34.63,0.0
39.0,-43.0,25.0,55.01,2.52219,34.23,0.0
43.0,-44.0,13.0,139.27,3.490283,33.66,0.0
-29.0,57.0,10.0,2.82,2.006592,31.95,0.0
27.0,25.0,51.0,90.62,0.251,33.27,0.0
-50.0,-23.0,33.0,-36.06,3.15889,34.25,0.0
-62.0,-17.0,2.0,-50.49,2.640793,34.39,0.0
56.0,-28.0,1.0,7.31,6.666908,32.97,0.0
55.0,-28.0,-2.0,-81.74,6.275457,33.0,0.0
54.0,7.0,32.0,26.48,6.375239,34.81,0.0
35.0,23.0,48.0,-16.35,0.271451,33.39,0.0
31.0,11.0,54.0,36.39,0.86618,34.11,0.0
-67.0,-24.0,-11.0,32.45,2.408943,34.39,0.0
60.0,-4.0,18.0,1.38,1.200084,34.11,0.0
61.0,-2.0,-13.0,-11.32,0.454373,34.49,0.0
35.0,10.0,51.0,-22.09,0.244603,33.55,0.0
12.0,-59.0,17.0,9.81,0.187026,31.47,0.0
52.0,7.0,35.0,14.86,0.39546,33.89,0.0
38.0,-43.0,24.0,180.57,2.670548,34.16,0.0
20.0,-9.0,59.0,-8.09,3.422498,32.5,0.0
28.0,24.0,51.0,43.12,0.270188,33.29,0.0
-63.0,18.0,-7.0,-8.74,2.622578,31.81,0.0
38.0,-43.0,25.0,-106.59,3.208009,33.83,0.0
13.0,-36.0,50.0,129.39,6.714241,34.75,0.0
37.0,51.0,-7.0,15.66,0.266335,33.57,0.0
-36.0,53.0,11.0,-21.26,3.48428,32.5,0.0
62.0,-2.0,-13.0,-14.0,0.447978,34.34,0.0
13.0,-9.0,61.0,6.8,4.972095,32.77,0.0
57.0,5.0,27.0,8.77,0.261234,33.43,0.0
-57.0,-7.0,-33.0,-3.35,0.106438,33.07,0.0
59.0,-10.0,20.0,11.3,8.815818,33.18,0.0
-44.0,55.0,5.0,28.38,4.239011,32.23,0.0
23.0,-51.0,27.0,5.78,2.577805,31.71,0.0
41.0,13.0,-46.0,20.4,0.115587,35.93,0.0
49.0,-31.0,23.0,12.52,4.531949,33.75,0.0
55.0,-28.0,-4.0,29.47,6.989988,32.57,0.0
27.0,25.0,51.0,-19.74,0.254837,33.27,0.0
-48.0,-12.0,-42.0,23.65,2.384638,34.37,0.0
21.0,-9.0,59.0,-7.11,3.561903,32.63,0.0
44.0,-43.0,13.0,-12.77,3.465982,33.71,0.0
62.0,0.0,12.0,-4.54,0.160433,34.61,0.0
51.0,6.0,36.0,17.29,0.227918,33.97,0.0
38.0,50.0,-8.0,5.59,0.263776,33.57,0.0
61.0,0.0,-15.0,-4.73,0.183497,34.16,0.0
51.0,28.0,22.0,177.13,0.509024,35.83,0.0
51.0,-15.0,-33.0,-42.58,7.093607,34.71,0.0
20.0,8.0,59.0,19.87,0.390415,31.63,0.0
58.0,3.0,24.0,-5.06,0.339187,34.05,0.0
-64.0,15.0,2.0,-8.31,2.553499,31.85,0.0
30.0,11.0,54.0,-14.01,0.909664,34.34,0.0
62.0,-2.0,-13.0,17.35,0.442861,34.27,0.0
11.0,-59.0,17.0,-160.95,0.188305,31.47,0.0
-30.0,56.0,10.0,5.59,2.342281,31.99,0.0
40.0,14.0,-46.0,8.49,0.111743,35.95,0.0
-41.0,23.0,44.0,38.35,3.071901,34.31,0.0
-68.0,5.0,-9.0,5.73,3.062946,33.71,0.0
35.0,-47.0,-26.0,16.11,0.235649,33.57,0.0
-61.0,-21.0,13.0,58.12,2.497212,34.39,0.0
43.0,13.0,-44.0,15.21,0.116868,35.84,0.0
14.0,-8.0,60.0,-0.47,4.096559,32.63,0.0
56.0,18.0,23.0,7.34,0.183497,35.83,0.0
13.0,-8.0,61.0,12.43,4.830132,32.75,0.0
36.0,9.0,51.0,27.58,0.247162,33.53,0.0
39.0,19.0,45.0,29.18,0.233034,33.99,0.0
30.0,11.0,54.0,-10.08,0.932685,34.53,0.0
53.0,9.0,33.0,26.06,0.215129,33.95,0.0
58.0,25.0,6.0,-20.81,0.111743,35.87,0.0
62.0,-2.0,-13.0,-12.69,0.455653,34.49,0.0
-17.0,-8.0,-62.0,-88.56,0.11923,33.07,0.0
10.0,-59.0,20.0,52.94,0.185747,31.47,0.0
14.0,-8.0,61.0,-2.89,4.640848,32.71,0.0
53.0,-12.0,-31.0,-11.94,0.419836,34.09,0.0
57.0,6.0,27.0,-42.02,0.261234,33.41,0.0
-33.0,-6.0,-55.0,-2.86,0.112834,33.11,0.0
-29.0,57.0,9.0,1.2,1.726483,31.93,0.0
54.0,6.0,32.0,-34.19,0.257396,33.49,0.0
-61.0,19.0,-12.0,3.05,2.357773,31.55,0.0
-27.0,54.0,9.0,3.16,2.793282,32.53,0.0
-28.0,16.0,55.0,-9.78,1.012527,32.55,0.0
13.0,-59.0,16.0,-20.7,0.183188,31.45,0.0
-23.0,-6.0,-60.0,41.13,0.117951,33.03,0.0
-28.0,52.0,1.0,-7.53,4.228761,32.23,0.0
58.0,-22.0,-13.0,4.76,2.085167,33.97,0.0
38.0,-39.0,-32.0,-46.18,3.77165,33.87,0.0
-64.0,13.0,-6.0,5.49,0.451268,30.63,0.0
39.0,16.0,48.0,2.19,0.247147,34.15,0.0
-64.0,14.0,-5.0,11.81,0.444862,30.63,0.0
-20.0,-4.0,-61.0,-72.99,0.121788,33.07,0.0
-62.0,17.0,-10.0,-1.83,2.387196,31.59,0.0
37.0,-46.0,-22.0,19.06,0.23309,33.57,0.0
54.0,10.0,32.0,5.75,0.390415,31.15,0.0
52.0,6.0,36.0,12.88,0.224082,33.93,0.0
-63.0,18.0,-4.0,-8.38,2.336026,31.53,0.0
24.0,7.0,58.0,15.32,0.517053,31.55,0.0
-26.0,-11.0,-59.0,6.16,0.128184,32.93,0.0
20.0,8.0,59.0,18.87,0.414719,31.59,0.0
57.0,-26.0,-6.0,12.67,6.4763,33.05,0.0
29.0,57.0,4.0,-23.44,0.21553,34.07,0.0
34.0,19.0,48.0,-35.01,0.293197,33.31,0.0
60.0,-4.0,18.0,-12.33,1.065794,34.84,0.0
31.0,3.0,55.0,-5.84,0.377356,33.34,0.0
57.0,-30.0,-7.0,-135.36,6.803788,33.11,0.0
58.0,5.0,25.0,21.7,0.259954,33.43,0.0
-65.0,0.0,7.0,-3.54,0.184468,31.47,0.0
43.0,-43.0,13.0,8.86,3.563182,33.73,0.0
-64.0,13.0,-5.0,2.28,0.446143,30.67,0.0
-33.0,-8.0,-55.0,-68.82,0.117951,33.09,0.0
-37.0,-23.0,47.0,-146.99,3.167845,34.21,0.0
23.0,-51.0,28.0,-3.13,2.576525,31.71,0.0
-34.0,-6.0,-55.0,-50.76,0.116671,33.09,0.0
53.0,23.0,25.0,22.52,0.414137,35.81,0.0
-63.0,16.0,-3.0,6.68,2.529193,31.83,0.0
57.0,22.0,17.0,-24.53,0.28216,33.66,0.0
-20.0,-32.0,-58.0,39.79,0.105159,33.05,0.0
57.0,23.0,17.0,16.09,0.232188,33.61,0.0
60.0,-4.0,18.0,13.66,1.015916,35.15,0.0
38.0,-43.0,25.0,-152.96,3.164525,34.05,0.0
63.0,4.0,5.0,26.62,0.374997,33.83,0.0
25.0,-33.0,47.0,13.46,8.03552,34.68,0.0
-47.0,-20.0,-27.0,-28.45,0.786957,32.57,0.0
11.0,-58.0,18.0,3.77,0.188305,31.47,0.0
-31.0,56.0,11.0,-5.72,3.567921,32.16,0.0
61.0,17.0,4.0,25.06,7.02069,32.99,0.0
-41.0,-6.0,-54.0,17.89,0.1026,33.09,0.0
52.0,30.0,27.0,-83.07,0.692255,35.71,0.0
57.0,6.0,27.0,8.59,0.262513,33.41,0.0
44.0,29.0,31.0,-73.51,0.479554,35.87,0.0
54.0,11.0,33.0,2.7,0.394181,33.89,0.0
56.0,-30.0,-5.0,82.31,6.991267,32.75,0.0
56.0,-28.0,-4.0,4.06,7.142219,32.59,0.0
57.0,23.0,17.0,6.77,0.230906,33.63,0.0
-63.0,16.0,5.0,15.62,2.566291,31.83,0.0
20.0,-9.0,59.0,60.12,3.66294,32.61,0.0
-62.0,2.0,18.0,22.38,0.183188,31.41,0.0
56.0,-27.0,-2.0,0.42,7.070581,32.91,0.0
56.0,23.0,16.0,4.79,0.33982,35.89,0.0
-50.0,0.0,-42.0,12.83,4.445293,32.43,0.0
57.0,5.0,27.0,-7.54,0.262513,33.43,0.0
55.0,24.0,24.0,-19.66,0.333413,35.89,0.0
60.0,-5.0,19.0,-30.1,1.62853,34.07,0.0
61.0,16.0,3.0,15.97,0.240751,34.13,0.0
-67.0,-14.0,-6.0,6.28,3.178079,33.75,0.0
-62.0,18.0,-9.0,-6.75,2.462672,31.71,0.0
41.0,13.0,-45.0,-14.33,0.114305,35.89,0.0
62.0,-1.0,-12.0,-9.11,0.455653,34.34,0.0
54.0,26.0,21.0,19.81,0.095085,35.91,0.0
-64.0,14.0,-5.0,8.21,0.439737,30.65,0.0
38.0,-39.0,-32.0,41.19,3.757582,33.87,0.0
38.0,30.0,39.0,-34.41,0.331573,33.39,0.0
-57.0,19.0,38.0,21.55,2.730341,34.37,0.0
60.0,-15.0,9.0,3.59,4.5133,30.17,0.0
64.0,0.0,-5.0,-11.4,0.202717,34.16,0.0
61.0,-12.0,9.0,0.55,4.622776,34.16,0.0
56.0,-28.0,-9.0,43.32,6.42513,33.07,0.0
62.0,-1.0,-13.0,11.9,0.453094,34.29,0.0
-25.0,-11.0,-59.0,-10.12,0.129463,32.93,0.0
-63.0,17.0,-3.0,4.2,2.549661,31.81,0.0
-29.0,58.0,11.0,-2.19,4.218799,32.39,0.0
19.0,61.0,6.0,-19.2,0.254822,33.63,0.0
53.0,9.0,32.0,5.99,0.390415,31.09,0.0
20.0,7.0,59.0,-7.12,0.487632,31.61,0.0
-29.0,57.0,10.0,0.23,2.52334,32.03,0.0
54.0,24.0,24.0,-8.27,0.405167,35.84,0.0
-62.0,2.0,18.0,7.51,0.19598,31.39,0.0
37.0,21.0,47.0,-32.07,0.229239,34.27,0.0
-35.0,-5.0,-54.0,1.61,0.117951,33.09,0.0
27.0,25.0,51.0,55.58,0.24972,33.31,0.0
-32.0,-7.0,-56.0,-71.81,0.121788,33.07,0.0
-54.0,-22.0,27.0,-8.35,2.366728,34.41,0.0
-64.0,-1.0,9.0,-28.53,0.184468,31.47,0.0
20.0,8.0,59.0,-42.41,0.396811,31.61,0.0
66.0,-3.0,-3.0,-45.06,6.008536,33.07,0.0
-53.0,-20.0,32.0,-33.33,2.429411,34.43,0.0
60.0,-4.0,18.0,10.51,1.605509,34.05,0.0
-63.0,1.0,17.0,9.06,0.184468,31.43,0.0
20.0,8.0,59.0,5.43,0.430069,31.59,0.0
-66.0,-7.0,-2.0,29.78,0.101321,33.09,0.0
-63.0,16.0,-3.0,0.41,2.545823,31.83,0.0
64.0,-25.0,6.0,10.15,8.071339,34.66,0.0
64.0,0.0,-5.0,-21.57,0.220656,34.18,0.0
60.0,-4.0,18.0,-3.42,1.294725,33.81,0.0
61.0,-2.0,-13.0,4.55,0.442861,34.39,0.0
57.0,-26.0,4.0,-22.19,7.937017,34.68,0.0
32.0,3.0,54.0,-8.54,0.381194,33.33,0.0
-62.0,18.0,-9.0,-2.25,2.508725,31.75,0.0
53.0,11.0,34.0,8.99,0.391694,31.01,0.0
54.0,10.0,31.0,10.82,0.391694,31.19,0.0
52.0,-13.0,-34.0,16.5,0.412161,34.16,0.0
38.0,-43.0,25.0,-12.3,3.031515,34.05,0.0
38.0,-43.0,25.0,90.64,3.036631,34.0,0.0
6.0,-53.0,33.0,-18.6,2.503608,31.75,0.0
-33.0,-8.0,-55.0,-64.2,0.138417,32.91,0.0
-31.0,55.0,9.0,0.45,3.345063,32.15,0.0
60.0,-4.0,18.0,-16.29,1.610625,34.05,0.0
52.0,-18.0,30.0,16.46,5.392253,32.95,0.0
51.0,6.0,36.0,-11.83,0.230476,33.97,0.0
-33.0,-7.0,-56.0,-38.24,0.11923,33.09,0.0
28.0,25.0,51.0,-24.88,0.254837,33.27,0.0
53.0,1.0,35.0,15.14,0.303376,33.99,0.0
38.0,30.0,41.0,81.34,0.501336,35.83,0.0
59.0,-4.0,21.0,5.45,0.989058,35.25,0.0
-33.0,-9.0,-55.0,30.58,0.13458,32.93,0.0
20.0,8.0,59.0,27.96,0.449257,31.59,0.0
55.0,4.0,30.0,7.55,0.332792,34.0,0.0
17.0,61.0,6.0,-12.42,0.245868,33.84,0.0
51.0,9.0,36.0,2.53,0.395531,31.03,0.0
-28.0,58.0,11.0,1.37,0.523018,32.57,0.0
52.0,-13.0,-34.0,2.98,0.41344,34.16,0.0
-30.0,56.0,10.0,0.09,4.504942,32.29,0.0
56.0,-28.0,-6.0,12.96,6.800659,32.71,0.0
-57.0,-18.0,-26.0,33.73,2.29509,34.43,0.0
29.0,24.0,51.0,1.65,0.256117,33.29,0.0
54.0,10.0,32.0,15.12,0.387856,31.21,0.0
38.0,-42.0,25.0,-92.63,2.817626,34.23,0.0
58.0,-27.0,-7.0,-75.0,7.066743,32.53,0.0
-49.0,-12.0,-42.0,-40.75,2.405106,34.37,0.0
-63.0,1.0,15.0,-10.23,0.18063,31.47,0.0
42.0,-44.0,14.0,9.21,3.431451,33.66,0.0
51.0,-13.0,-34.0,19.1,0.409602,34.21,0.0
57.0,-25.0,-3.0,-48.59,6.315114,33.05,0.0
59.0,-20.0,-12.0,13.85,2.279602,34.09,0.0
-18.0,-7.0,-61.0,-35.6,0.11923,33.03,0.0
-62.0,2.0,19.0,-5.47,0.194701,31.37,0.0
-65.0,0.0,7.0,-31.61,0.187026,31.45,0.0
53.0,10.0,32.0,-14.99,0.215129,33.95,0.0
59.0,-5.0,20.0,-6.28,1.009521,35.18,0.0
-71.0,56.0,-7.0,-18.56,4.895725,32.27,0.0
-20.0,-4.0,-61.0,2.94,0.121788,33.07,0.0
36.0,13.0,50.0,-88.98,0.216447,34.5,0.0
60.0,-4.0,18.0,-4.43,1.519819,33.91,0.0
-63.0,19.0,-6.0,-0.34,2.319396,31.47,0.0
60.0,-4.0,18.0,8.19,1.496799,33.84,0.0
48.0,12.0,38.0,-2.34,0.38274,31.15,0.0
59.0,-5.0,20.0,-14.22,1.0108,35.18,0.0
60.0,-4.0,18.0,20.84,1.102884,34.71,0.0
56.0,-27.0,8.0,-21.14,7.696517,34.66,0.0
38.0,50.0,-8.0,9.22,0.267614,33.55,0.0
54.0,26.0,21.0,6.85,0.093804,35.93,0.0
60.0,-4.0,18.0,-16.54,1.081142,34.75,0.0
60.0,-14.0,13.0,47.72,4.749421,33.89,0.0
34.0,-45.0,-27.0,90.71,0.234369,33.53,0.0
37.0,-39.0,-32.0,-80.78,3.645035,33.84,0.0
-17.0,-7.0,-61.0,56.22,0.120509,33.05,0.0
27.0,25.0,51.0,24.92,0.290639,33.29,0.0
64.0,-6.0,-18.0,-16.06,4.812105,34.57,0.0
53.0,10.0,34.0,16.3,0.39809,31.09,0.0
64.0,-16.0,-3.0,1.56,4.899094,33.81,0.0
52.0,3.0,37.0,7.38,0.217687,34.0,0.0
53.0,10.0,32.0,15.46,0.389135,31.05,0.0
-44.0,60.0,8.0,5.83,0.6268,32.55,0.0
-62.0,-20.0,8.0,-8.12,2.495933,34.39,0.0
-63.0,14.0,-5.0,8.9,0.442299,30.65,0.0
30.0,27.0,49.0,-30.71,0.293197,33.31,0.0
-31.0,54.0,10.0,-18.95,0.767738,32.5,0.0
28.0,12.0,74.0,19.66,0.366728,35.91,0.0
20.0,7.0,59.0,10.07,0.414719,31.59,0.0
-21.0,-11.0,-61.0,32.16,0.125626,32.97,0.0
27.0,25.0,51.0,62.56,0.248441,33.27,0.0
40.0,25.0,43.0,-2.74,0.346923,33.39,0.0
11.0,0.0,66.0,-3.62,0.373134,35.89,0.0
57.0,23.0,17.0,7.51,0.177091,34.16,0.0
52.0,6.0,35.0,-0.59,0.221524,33.95,0.0
-63.0,18.0,-8.0,14.1,2.51768,31.81,0.0
62.0,-2.0,-13.0,-24.95,0.441582,34.21,0.0
57.0,22.0,17.0,-5.56,0.261658,33.65,0.0
63.0,0.0,-5.0,12.42,0.206561,34.21,0.0
63.0,0.0,-6.0,13.86,0.21553,34.37,0.0
62.0,0.0,12.0,20.41,0.146339,34.66,0.0
56.0,-27.0,-6.0,18.41,7.069302,32.63,0.0
48.0,-16.0,37.0,114.36,5.705669,32.97,0.0
-64.0,20.0,-5.0,3.69,2.32963,31.49,0.0
56.0,-27.0,9.0,-62.31,7.770714,34.66,0.0
43.0,-47.0,14.0,70.08,3.497956,33.65,0.0
38.0,-43.0,24.0,51.06,2.820184,34.03,0.0
37.0,4.0,51.0,44.19,0.37224,33.29,0.0
13.0,-9.0,61.0,-16.43,5.032853,32.75,0.0
-22.0,-34.0,-48.0,72.68,0.129463,32.93,0.0
-57.0,-7.0,-30.0,-46.71,0.106438,33.07,0.0
39.0,-3.0,44.0,-19.59,8.770605,34.79,0.0
53.0,-29.0,17.0,11.56,4.571605,34.41,0.0
53.0,4.0,36.0,4.06,0.233034,33.95,0.0
60.0,-4.0,18.0,3.53,1.116952,34.63,0.0
62.0,0.0,12.0,9.96,0.156589,34.63,0.0
20.0,8.0,59.0,4.57,0.408323,31.59,0.0
60.0,9.0,16.0,-19.89,0.221524,34.0,0.0
32.0,23.0,49.0,2.04,0.247162,33.23,0.0
20.0,8.0,59.0,-26.66,0.385298,31.63,0.0
30.0,26.0,49.0,23.15,0.305989,33.33,0.0
46.0,20.0,39.0,-63.62,0.284192,33.99,0.0
60.0,-4.0,18.0,-6.68,1.246126,33.95,0.0
19.0,-52.0,28.0,17.25,2.55094,31.71,0.0
53.0,11.0,31.0,2.6,0.394252,31.13,0.0
-30.0,57.0,9.0,6.45,2.288468,31.99,0.0
-50.0,41.0,-2.0,-6.5,1.608608,31.91,0.0
-63.0,16.0,-3.0,9.38,2.544544,31.83,0.0
62.0,-1.0,12.0,14.81,0.145057,34.68,0.0
20.0,-9.0,59.0,-3.33,3.581088,32.57,0.0
57.0,23.0,17.0,23.56,0.178372,33.93,0.0
-63.0,2.0,17.0,-15.74,0.183188,31.41,0.0
50.0,28.0,25.0,20.6,0.120712,35.93,0.0
57.0,23.0,17.0,28.93,0.200155,33.66,0.0
53.0,10.0,33.0,18.39,0.39809,31.07,0.0
55.0,6.0,31.0,-18.08,0.261234,33.43,0.0
57.0,22.0,17.0,-1.91,0.256533,33.66,0.0
-63.0,18.0,-3.0,-2.01,2.347539,31.53,0.0
55.0,-30.0,-6.0,28.47,7.014294,32.73,0.0
54.0,24.0,23.0,10.94,0.33085,35.84,0.0
20.0,7.0,59.0,15.12,0.464607,31.59,0.0
20.0,-9.0,59.0,-1.21,3.606666,32.55,0.0
-41.0,24.0,44.0,35.92,3.080856,34.31,0.0
31.0,18.0,52.0,11.05,0.216447,34.41,0.0
49.0,14.0,-37.0,13.31,0.835486,34.15,0.0
57.0,-27.0,-1.0,-49.59,6.469903,32.93,0.0
20.0,8.0,59.0,27.99,0.389135,31.63,0.0
56.0,23.0,17.0,17.36,0.179653,33.87,0.0
55.0,-30.0,-6.0,-16.57,6.945214,32.79,0.0
57.0,-13.0,-23.0,-13.79,0.412161,34.29,0.0
53.0,28.0,25.0,180.6,0.96338,34.21,0.0
60.0,-15.0,9.0,-1.42,4.563191,30.17,0.0
59.0,-13.0,15.0,6.48,4.744304,33.87,0.0
51.0,2.0,45.0,-29.76,0.364765,34.0,0.0
62.0,-4.0,5.0,-84.52,8.722455,33.0,0.0
61.0,-15.0,9.0,4.64,4.533768,30.15,0.0
58.0,-29.0,-7.0,116.52,6.812743,33.11,0.0
62.0,12.0,5.0,-37.28,0.222803,34.03,0.0
-20.0,-4.0,-61.0,18.93,0.11923,33.07,0.0
-27.0,-10.0,-58.0,-70.02,0.128184,32.95,0.0
54.0,1.0,33.0,20.9,0.321281,34.03,0.0
62.0,-2.0,-13.0,-37.29,0.449257,34.34,0.0
-45.0,-12.0,43.0,19.64,2.762322,34.33,0.0
62.0,-2.0,-13.0,8.43,0.445419,34.25,0.0
62.0,-2.0,-13.0,-13.23,0.446698,34.34,0.0
27.0,55.0,-17.0,33.56,0.245001,34.13,0.0
-64.0,13.0,-5.0,6.79,0.442299,30.65,0.0
48.0,29.0,28.0,14.6,0.347508,35.89,0.0
57.0,-13.0,-23.0,16.19,0.412161,34.29,0.0
58.0,-22.0,-12.0,24.89,2.216923,34.05,0.0
39.0,44.0,-16.0,51.11,6.769248,33.09,0.0
60.0,3.0,18.0,10.9,0.353255,34.05,0.0
58.0,-25.0,-4.0,53.15,7.933179,34.68,0.0
-50.0,-2.0,-42.0,-12.91,4.037854,32.39,0.0
39.0,-43.0,24.0,-57.03,2.52219,34.18,0.0
62.0,-5.0,7.0,-0.76,8.864417,33.05,0.0
-30.0,56.0,10.0,5.73,2.479777,32.03,0.0
56.0,-11.0,26.0,-2.13,4.679062,34.31,0.0
55.0,-12.0,-30.0,7.97,0.41344,34.21,0.0
38.0,-40.0,-30.0,76.1,3.678287,33.81,0.0
20.0,-9.0,59.0,11.93,3.633524,32.61,0.0
53.0,6.0,34.0,-6.87,0.233034,33.93,0.0
-49.0,-13.0,-41.0,-54.64,2.439646,34.39,0.0
53.0,10.0,33.0,-10.05,0.387856,31.07,0.0
-29.0,57.0,9.0,2.35,2.693747,32.09,0.0
31.0,20.0,72.0,38.79,0.245883,33.55,0.0
63.0,4.0,6.0,-11.22,0.376276,33.84,0.0
60.0,23.0,16.0,5.23,0.287285,33.65,0.0
63.0,-5.0,6.0,-19.72,4.613821,34.39,0.0
-31.0,55.0,10.0,-11.73,3.268188,32.13,0.0
-23.0,-6.0,-61.0,-46.13,0.120509,33.05,0.0
58.0,23.0,15.0,22.52,1.019654,33.75,0.0
56.0,23.0,17.0,-25.46,0.174528,34.21,0.0
8.0,15.0,61.0,25.11,0.248426,34.21,0.0
61.0,-11.0,13.0,-4.42,4.361069,34.57,0.0
45.0,0.0,43.0,-31.14,0.21385,34.13,0.0
61.0,-2.0,-13.0,-9.71,0.445419,34.29,0.0
-62.0,2.0,19.0,20.8,0.194701,31.41,0.0
30.0,11.0,54.0,16.94,0.917338,34.39,0.0
-52.0,-21.0,32.0,69.02,2.643352,34.39,0.0
5.0,-60.0,19.0,22.96,0.235649,33.53,0.0
-29.0,55.0,11.0,-0.47,4.027604,32.21,0.0
-18.0,-8.0,-62.0,2.31,0.123067,33.05,0.0
-64.0,13.0,-5.0,9.19,0.457675,30.59,0.0
-64.0,13.0,-5.0,5.4,0.456393,30.57,0.0
-29.0,55.0,9.0,1.01,1.90714,31.93,0.0
40.0,-42.0,23.0,-100.49,2.471033,34.21,0.0
56.0,-13.0,26.0,17.15,5.768036,33.03,0.0
-12.0,-21.0,63.0,-98.82,2.776394,34.37,0.0
